Curso,Cupo,NRC,Sección,Créditos,Periodo,Parte de Periodo,Instructor Principal,Lugar,Ofrecidos,Inscritos,Disponibles,Días,Horas,Salón,Fecha inicio,Fecha fin,Edificio
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,Sin cupo,18587,7,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,24,-4,M,1530-1820,.LL_106,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,1,55206,8,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,19,1,I,1700-1950,.AU_304,2025-01-21,2025-05-24,.Edif. Aulas
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,Sin cupo,75708,9,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,22,-2,I,1100-1350,.C_204,2025-01-21,2025-01-24,.Bloque C
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,Sin cupo,75708,9,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,22,-2,I,1100-1350,.AU_401,2025-01-27,2025-03-15,.Edif. Aulas
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,Sin cupo,75708,9,2,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,22,-2,I,1100-1350,.C_204,2025-03-24,2025-05-24,.Bloque C
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,14,10133,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,21,14,M,0930-1050,.O_405,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,14,10133,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,21,14,J,0930-1050,.O_405,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,Sin cupo,23026,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,36,-1,M,1100-1220,.Q_307,2025-01-21,2025-01-28,.Bloque Q
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,Sin cupo,23026,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,36,-1,J,1100-1220,.Q_307,2025-01-21,2025-01-28,.Bloque Q
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,Sin cupo,23026,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,36,-1,M,1100-1220,.O_401,2025-01-29,2025-05-24,.Edif. Henry Yerly (O)
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,Sin cupo,23026,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,36,-1,J,1100-1220,.ML_509,2025-01-29,2025-03-15,.Edif. Mario Laserna (ML)
ADMI-1603 COMPORTAMIENTO ORGANIZACIONAL,Sin cupo,23026,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,36,-1,J,1100-1220,.B_201,2025-03-24,2025-05-24,.Bloque B
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,70406,1,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,I,1100-1220,.ML_510,2025-01-21,2025-03-15,.Edif. Mario Laserna (ML)
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,70406,1,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,V,1100-1220,.ML_510,2025-01-21,2025-03-15,.Edif. Mario Laserna (ML)
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,72659,2,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,I,1400-1520,.RGD_308-9,2025-01-21,2025-03-15,.centro cívico
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,72659,2,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,V,1400-1520,.RGD_308-9,2025-01-21,2025-03-15,.centro cívico
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,72664,3,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,I,1100-1220,.ML_512,2025-01-21,2025-03-15,.Edif. Mario Laserna (ML)
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),Sin cupo,72664,3,2,202510,PRIMER CICLO - 8 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,V,1100-1220,.ML_512,2025-01-21,2025-03-15,.Edif. Mario Laserna (ML)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,33361,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,47,-2,L,0930-1050,.W_404,2025-01-21,2025-05-24,.Edif. Carlos Pacheco Devia(W)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,33361,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,47,-2,I,0930-1050,.W_404,2025-01-21,2025-05-24,.Edif. Carlos Pacheco Devia(W)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,33678,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,M,0800-0920,.R_210,2025-01-21,2025-05-24,.Edif. Richard (R)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,33678,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,J,0800-0920,.R_210,2025-01-21,2025-05-24,.Edif. Richard (R)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,65771,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,L,0930-1050,.Q_306,2025-01-21,2025-05-24,.Bloque Q
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,65771,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,J,0930-1050,.Q_306,2025-01-21,2025-05-24,.Bloque Q
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,45202,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,I,0930-1050,.S1_003,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,45202,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,V,0930-1050,.S1_003,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,45203,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,M,1530-1650,.ML_607,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,45203,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,J,1530-1650,.ML_607,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,65772,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,50,-5,L,0800-0920,.O_203,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,65772,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,50,-5,I,0800-0920,.O_203,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,75710,7,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,I,0800-0920,.RGD_312-13,2025-01-21,2025-05-24,.centro cívico
ADMI-2104 HISTORIA DEL DESARROLLO EMPRESARIAL COLOMBIANO (TIPO E),Sin cupo,75710,7,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,V,0800-0920,.RGD_312-13,2025-01-21,2025-05-24,.centro cívico
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,75711,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,38,0,L,1100-1220,.Q_307,2025-01-21,2025-05-24,.Bloque Q
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,75711,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,38,0,I,1100-1220,.Q_307,2025-01-21,2025-05-24,.Bloque Q
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,11216,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,38,0,L,1530-1650,.RGD_110-11,2025-01-21,2025-05-24,.centro cívico
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,11216,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,38,0,I,1530-1650,.RGD_110-11,2025-01-21,2025-05-24,.centro cívico
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,39787,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,42,-4,L,1400-1520,.SD_806,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,39787,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,42,-4,I,1400-1520,.O_405,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2106 GERENCIA SOSTENIBIL. (INGLÉS),Sin cupo,51766,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,38,41,-3,M,1400-1650,.O_405,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,69466,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,L,1230-1350,.SD_801,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2106 GERENCIA DE LA SOSTENIBILIDAD,Sin cupo,69466,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,52,-7,I,1230-1350,.SD_804,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2107 ELECTIVA GERENCIA DE RECURSOS HUMANOS,Sin cupo,70650,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,42,-7,I,1230-1350,.ML_608,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2107 ELECTIVA GERENCIA DE RECURSOS HUMANOS,Sin cupo,70650,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,42,-7,V,1230-1350,.ML_608,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,66704,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,47,-4,L,0930-1050,.RGD_203,2025-01-21,2025-05-24,.centro cívico
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,66704,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,47,-4,I,0930-1050,.RGD_203,2025-01-21,2025-05-24,.centro cívico
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,11,36664,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,32,11,L,1100-1220,.SD_702,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,11,36664,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,32,11,I,1100-1220,.SD_702,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,18596,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,43,0,M,0930-1050,.SD_401,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,18596,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,43,0,J,0930-1050,.SD_401,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,31092,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,48,-5,I,0930-1050,.ML_514,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN,Sin cupo,31092,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,48,-5,V,0930-1050,.ML_514,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN (INGLÉS),Sin cupo,64014,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,47,-4,L,1100-1220,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2204 FINANZAS 2: DECISIONES DE INVERSIÓN (INGLÉS),Sin cupo,64014,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,47,-4,I,1100-1220,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2205 FINANZAS 3: FINANZAS CORPORATIVAS,2,70651,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,18,2,M,0930-1050,.SD_307,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2205 FINANZAS 3: FINANZAS CORPORATIVAS,2,70651,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,20,18,2,J,0930-1050,.SD_307,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2207 COLOMBIA Y SUS INSTITUCIONES,19,12119,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,16,19,L,1400-1520,.SD_703,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2207 COLOMBIA Y SUS INSTITUCIONES,19,12119,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,16,19,M,1400-1520,.SD_703,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,31094,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,46,-1,L,0630-0750,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,31094,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,46,-1,I,0630-0750,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,75713,10,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,L,1100-1220,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,75713,10,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,45,0,I,1100-1220,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,75714,11,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,L,0930-1050,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2301 FUNDAMENTOS DE MERCADEO,Sin cupo,75714,11,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,49,-4,I,0930-1050,.RGD_201,2025-01-21,2025-05-24,.centro cívico
ADMI-2301 FUNDAMENTOS MERCADEO,Sin cupo,13604,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,46,-1,M,1100-1220,.SD_805,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS MERCADEO,Sin cupo,13604,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,46,-1,J,1100-1220,.SD_805,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS MERCADEO,6,39782,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,39,6,M,1400-1520,.SD_203-4,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS MERCADEO,6,39782,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,39,6,J,1400-1520,.SD_203-4,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS DE MERCADEO,1,25473,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,44,1,I,0930-1050,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2301 FUNDAMENTOS DE MERCADEO,1,25473,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,44,1,V,0930-1050,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2301 FUNDAMENTOS DE MERCADEO,4,40034,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,41,4,I,1100-1220,.ML_606,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2301 FUNDAMENTOS DE MERCADEO,4,40034,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,41,4,V,1100-1220,.S1_003,2025-01-21,2025-05-24,.Edif. Enrique Cavelier(S1)
ADMI-2301 FUNDAMENTOS DE MERCADEO,2,64015,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,43,2,L,0630-0750,.SD_205-6,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS DE MERCADEO,2,64015,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,43,2,I,0630-0750,.SD_205-6,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2301 FUNDAMENTOS DE MERCADEO,2,66980,7,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,43,2,M,1100-1220,.C_209,2025-01-21,2025-05-24,.Bloque C
ADMI-2301 FUNDAMENTOS DE MERCADEO,2,66980,7,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,43,2,J,1100-1220,.S1_003,2025-01-21,2025-02-01,.Edif. Enrique Cavelier(S1)
ADMI-2301 FUNDAMENTOS DE MERCADEO,2,66980,7,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,43,2,J,1100-1220,.O_401,2025-02-03,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2301 FUNDAMENTOS DE MERCADEO,3,58893,8,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,42,3,I,1400-1520,.Q_306,2025-01-21,2025-05-24,.Bloque Q
ADMI-2301 FUNDAMENTOS DE MERCADEO,3,58893,8,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,42,3,V,1400-1520,.Q_306,2025-01-21,2025-05-24,.Bloque Q
ADMI-2301 FUNDAMENTOS DE MERCADEO,6,75712,9,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,39,6,L,0630-0750,.ML_511,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2301 FUNDAMENTOS DE MERCADEO,6,75712,9,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,45,39,6,I,0630-0750,.ML_511,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2302 INVESTIGACION DE MERCADOS,1,66705,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,42,1,L,1400-1520,.SD_201-2,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2302 INVESTIGACION DE MERCADOS,1,66705,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,42,1,I,1400-1520,.SD_201-2,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2302 INVESTIGACION DE MERCADOS,Sin cupo,10180,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,51,-8,L,1100-1220,.SD_201-2,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2302 INVESTIGACION DE MERCADOS,Sin cupo,10180,2,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,51,-8,I,1100-1220,.SD_201-2,2025-01-21,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2302 INVESTIGACION DE MERCADOS,Sin cupo,55202,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,44,-1,L,1400-1520,.ML_512,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2302 INVESTIGACION DE MERCADOS,Sin cupo,55202,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,44,-1,I,1400-1520,.ML_512,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2403 OPERACIONES Y LOGISTICA,8,11122,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,35,8,L,0930-1050,.O_203,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2403 OPERACIONES Y LOGISTICA,8,11122,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,35,8,I,0930-1050,.O_203,2025-01-21,2025-05-24,.Edif. Henry Yerly (O)
ADMI-2403 OPERACIONES Y LOGIST. (INGLES),Sin cupo,13556,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,M,1230-1350,.O_301,2025-01-21,2025-01-23,.Edif. Henry Yerly (O)
ADMI-2403 OPERACIONES Y LOGIST. (INGLES),Sin cupo,13556,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,J,1230-1350,.O_301,2025-01-21,2025-01-23,.Edif. Henry Yerly (O)
ADMI-2403 OPERACIONES Y LOGIST. (INGLES),Sin cupo,13556,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,M,1230-1350,.SD_803,2025-01-28,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2403 OPERACIONES Y LOGIST. (INGLES),Sin cupo,13556,3,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,J,1230-1350,.SD_803,2025-01-28,2025-05-24,.Edif. J.M.Santodomingo (SD)
ADMI-2403 OPERACIONES Y LOGISTICA,4,49249,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,39,4,M,0930-1050,.ML_516,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2403 OPERACIONES Y LOGISTICA,4,49249,4,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,39,4,J,0930-1050,.ML_516,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2403 OPERACIONES Y LOGISTICA,Sin cupo,75715,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,M,1100-1220,.ML_614,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2403 OPERACIONES Y LOGISTICA,Sin cupo,75715,5,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,45,-2,J,1100-1220,.ML_614,2025-01-21,2025-05-24,.Edif. Mario Laserna (ML)
ADMI-2403 OPERACIONES Y LOGISTICA,Sin cupo,75716,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,43,0,M,0800-0920,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2403 OPERACIONES Y LOGISTICA,Sin cupo,75716,6,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,43,43,0,J,0800-0920,.LL_204,2025-01-21,2025-05-24,.Edif. Alberto Lleras (LL)
ADMI-2421 ELEC. GESTIÓN DE COSTOS EN PRODUCTOS Y SERVICIOS,13,65774,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,22,13,L,0930-1050,.RGD_02,2025-01-21,2025-05-24,.centro cívico
ADMI-2421 ELEC. GESTIÓN DE COSTOS EN PRODUCTOS Y SERVICIOS,13,65774,1,3,202510,16 SEMANAS,CAMPUS PRINCIPAL,CAMPUS PRINCIPAL,35,22,13,I,0930-1050,.RGD_02,2025-01-21,2025-05-24,.centro cívico
