Curso,NRC,Periodo,Edificio,Salón,Días,Horas,Inscritos
ADMI-2421 ELEC. GESTIÓN DE COSTOS EN PRODUCTOS Y SERVICIOS,65774,202510,.centro cívico,.RGD_02,I,0930-1050,22
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,75717,202510,.centro cívico,.RGD_07,M,1100-1220,39
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,75717,202510,.centro cívico,.RGD_07,J,1100-1220,39
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,20826,202510,.Edif. Enrique Cavelier(S1),.S1_202,M,0800-1050,31
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,20827,202510,.centro cívico,.RGD_312-13,M,0630-0920,50
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,23161,202510,.Edif. Enrique Cavelier(S1),.S1_202,J,0800-1050,32
ADMI-2501 ANALISIS DEL ENTORNO COLOMBIANO,68960,202510,.Edif. Aulas,.AU_102,I,0630-0920,38
ADMI-2554 MODELOS MULTIVARIADOS,75721,202510,.centro cívico,.RGD_202,L,0930-1050,26
ADMI-2554 MODELOS MULTIVARIADOS,75721,202510,.centro cívico,.RGD_202,I,0930-1050,26
ADMI-2555 VISUALIZACIÓN DE DATOS,74964,202510,.Edif. J.M.Santodomingo (SD),.SD_402,L,1100-1220,48
ADMI-2555 VISUALIZACIÓN DE DATOS,74964,202510,.Edif. J.M.Santodomingo (SD),.SD_402,I,1100-1220,48
ADMI-2555 VISUALIZACIÓN DE DATOS,75722,202510,.centro cívico,.RGD_203,L,1230-1350,53
ADMI-2555 VISUALIZACIÓN DE DATOS,75722,202510,.centro cívico,.RGD_203,I,1230-1350,53
ADMI-2555 VISUALIZACIÓN DE DATOS,75723,202510,.Edif. J.M.Santodomingo (SD),.SD_702,L,1230-1350,52
ADMI-2555 VISUALIZACIÓN DE DATOS,75723,202510,.Edif. J.M.Santodomingo (SD),.SD_702,I,1230-1350,52
ADMI-2555 VISUALIZACIÓN DE DATOS,75724,202510,.Edif. Mario Laserna (ML),.ML_516,M,1100-1220,50
ADMI-2555 VISUALIZACIÓN DE DATOS,75724,202510,.Edif. Mario Laserna (ML),.ML_516,J,1100-1220,50
ADMI-2555 VISUALIZACIÓN DE DATOS,75726,202510,.Edif. Mario Laserna (ML),.ML_515,I,1230-1350,50
ADMI-2555 VISUALIZACIÓN DE DATOS,75726,202510,.Edif. Mario Laserna (ML),.ML_515,V,1230-1350,50
ADMI-2556 HERRAMIENTAS TOMA DECISIONES I,27904,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,M,0930-1050,45
ADMI-2556 HERRAMIENTAS TOMA DECISIONES I,27904,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,J,0930-1050,45
ADMI-2556 HERRAMIENTAS TOMA DECISIONES I,31010,202510,.Edif. Mario Laserna (ML),.ML_207,M,1100-1220,39
ADMI-2556 HERRAMIENTAS TOMA DECISIONES I,31010,202510,.Edif. Mario Laserna (ML),.ML_207,J,1100-1220,39
ADMI-2556 HERRAMIENTAS PARA LA TOMA DE DECISIONES I,76100,202510,.Edif. Mario Laserna (ML),.ML_511,M,1230-1350,34
ADMI-2556 HERRAMIENTAS PARA LA TOMA DE DECISIONES I,76100,202510,.Edif. J.M.Santodomingo (SD),.SD_804,J,1230-1350,34
ADMI-2557 HERRAMIENTAS PARA LA TOMA DE DECISIONES II,20856,202510,.Edif. Mario Laserna (ML),.ML_515,M,0800-0920,41
ADMI-2557 HERRAMIENTAS PARA LA TOMA DE DECISIONES II,20856,202510,.Edif. Mario Laserna (ML),.ML_515,J,0800-0920,41
ADMI-2557 HERRAMIENTAS PARA LA TOMA DE DECISIONES II,20858,202510,.Edif. Mario Laserna (ML),.ML_603,L,0630-0750,52
ADMI-2557 HERRAMIENTAS PARA LA TOMA DE DECISIONES II,20858,202510,.Edif. Mario Laserna (ML),.ML_603,I,0630-0750,52
ADMI-2604 ORGANIZACIONES (REFORMADO) (CICLO 1 DE 8 SEMANAS),72789,202510,.centro cívico,.RGD_002,I,0800-0920,37
ADMI-2604 ORGANIZACIONES (REFORMADO) (CICLO 1 DE 8 SEMANAS),72789,202510,.centro cívico,.RGD_002,V,0800-0920,37
ADMI-2604 ORGANIZACIONES (REFORMADO) (CICLO 1 DE 8 SEMANAS),72790,202510,.centro cívico,.RGD_01,I,0930-1050,31
ADMI-2604 ORGANIZACIONES (REFORMADO) (CICLO 1 DE 8 SEMANAS),72790,202510,.centro cívico,.RGD_01,V,0930-1050,31
ADMI-2605 ORGANIZACIONES,39340,202510,.Edif. Richard (R),.R_111,I,0800-0920,49
ADMI-2605 ORGANIZACIONES,39339,202510,.Edif. Mario Laserna (ML),.ML_511,I,0930-1050,39
ADMI-2605C COMPLEMENTARIA ORGANIZACIONES,70667,202510,.Edif. Alberto Lleras (LL),.LL_102,V,0800-0920,24
ADMI-2605C COMPLEMENTARIA ORGANIZACIONES,72792,202510,.Edif. Henry Yerly (O),.O_305,V,0800-0920,25
ADMI-2605C COMPLEMENTARIA ORGANIZACIONES,72793,202510,.Edif. Aulas,.AU_101,V,0930-1050,15
ADMI-2605C COMPLEMENTARIA ORGANIZACIONES,72794,202510,.Bloque Q,.Q_307,V,0930-1050,24
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72797,202510,.centro cívico,.RGD_002,I,0800-0920,21
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72797,202510,.centro cívico,.RGD_002,V,0800-0920,21
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72798,202510,.centro cívico,.RGD_01,I,0930-1050,19
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72798,202510,.centro cívico,.RGD_01,V,0930-1050,19
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72801,202510,.Edif. Aulas,.AU_107,I,1100-1220,26
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72801,202510,.Edif. Aulas,.AU_107,V,1100-1220,26
ADMI-2801 LA GESTION DE LO PUBLICO,10142,202510,.Edif. J.M.Santodomingo (SD),.SD_806,L,0630-0750,54
ADMI-2801 LA GESTION DE LO PUBLICO,10142,202510,.Edif. J.M.Santodomingo (SD),.SD_806,I,0630-0750,54
ADMI-2801 LA GESTION DE LO PUBLICO,13011,202510,.Bloque Q,.Q_306,L,1530-1650,46
ADMI-2801 LA GESTION DE LO PUBLICO,13011,202510,.Bloque Q,.Q_306,I,1530-1650,46
ADMI-2801 LA GESTION DE LO PUBLICO,13746,202510,.Edif. Mario Laserna (ML),.ML_509,L,1700-1950,55
ADMI-2801 LA GESTION DE LO PUBLICO,72808,202510,.Edif. Henry Yerly (O),.O_305,L,1530-1650,47
ADMI-2801 LA GESTION DE LO PUBLICO,72808,202510,.Edif. Henry Yerly (O),.O_305,I,1530-1650,47
ADMI-3107 CONSULTORIA (TIPO E),39165,202510,.No Requiere,.NOREQ,M,1530-1650,136
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,70668,202510,.Edif. Aulas,.AU_308,V,1530-1820,20
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72811,202510,.Edif. Aulas,.AU_401,V,1530-1820,20
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72813,202510,.Edif. Alberto Lleras (LL),.LL_101,V,1530-1820,20
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72814,202510,.Edif. Alberto Lleras (LL),.LL_302,V,1530-1820,20
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72815,202510,.Edif. Alberto Lleras (LL),.LL_202,V,1530-1820,20
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72816,202510,.Edif. Alberto Lleras (LL),.LL_206,V,1530-1820,18
ADMI-3107C COMPLEMENTARIA CONSULTORÍA,72819,202510,.Edif. Aulas,.AU_201,V,1530-1820,18
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,202510,.Edif. Aulas,.AU_203,I,0800-1050,32
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,55030,202510,.Edif. Mario Laserna (ML),.ML_606,M,0800-1050,31
ADMI-3110 EMPREND. E INNOVACIÓN (INGLÉS),10837,202510,.centro cívico,.RGD_308-9,V,0930-1220,30
ADMI-3110 EMPRENDIMIENTO E INNOVACION,58025,202510,.centro cívico,.RGD_210,M,0930-1220,23
ADMI-3110 EMPRENDIMIENTO E INNOVACION,36658,202510,.Edif. Aulas,.AU_206,J,1400-1650,25
ADMI-3110 EMPRENDIMIENTO E INNOVACION,14951,202510,.centro cívico,.RGD_210,I,1230-1520,29
ADMI-3122 JUEGO GERENCIAL,39176,202510,.Edif. Richard (R),.R_209,L,1700-1820,154
ADMI-3122C COMPLEMENTARIA JUEGO GERENCIAL,70669,202510,.centro cívico,.RGD_312-13,J,0630-0920,25
ADMI-3122C COMPLEMENTARIA JUEGO GERENCIAL,72929,202510,.Edif. J.M.Santodomingo (SD),.SD_805,M,1700-1950,34
ADMI-3122C COMPLEMENTARIA JUEGO GERENCIAL,72930,202510,.No Requiere,.NOREQ,I,0800-1050,33
ADMI-3122C COMPLEMENTARIA JUEGO GERENCIAL,72931,202510,.Edif. Aulas,.AU_403,M,0630-0920,28
ADMI-3122C COMPLEMENTARIA JUEGO GERENCIAL,72932,202510,.Edif. Aulas,.AU_103-4,I,1700-1950,34
ADMI-3128 ELECTIVA GESTION CULTURAL: NOCIONES BASICAS,33363,202510,.Edif. J.M.Santodomingo (SD),.SD_801,I,1100-1220,35
ADMI-3128 ELECTIVA GESTION CULTURAL: NOCIONES BASICAS,33363,202510,.Edif. J.M.Santodomingo (SD),.SD_801,V,1100-1220,35
ADMI-3133 ELC. MGMT FOR CIRCULAR ECONOMY,33362,202510,.Bloque Q,.Q_307,L,0930-1050,40
ADMI-3133 ELC. MGMT FOR CIRCULAR ECONOMY,33362,202510,.Bloque Q,.Q_307,I,0930-1050,40
ADMI-3138 ELECTIVA EMPRESAS DE FAMILIA,46305,202510,.Edif. Mario Laserna (ML),.ML_607,I,1100-1220,36
ADMI-3138 ELECTIVA EMPRESAS DE FAMILIA,46305,202510,.Edif. Mario Laserna (ML),.ML_515,V,1100-1220,36
ADMI-3200 OPCION DE GRADO-TG (MERCADEO),13761,202510,.Bloque Q,.Q_307,M,1230-1350,27
ADMI-3200 OPCION DE GRADO-TG (MERCADEO),13761,202510,.Bloque Q,.Q_307,J,1230-1350,27
ADMI-3200 OPCION DE GRADO - ASIS. INVEST,66728,202510,,,,,91
ADMI-3200 OP. GRADO SEM. EMPRENDI. FEMEN,55207,202510,.Edif. Aulas,.AU_204,I,1230-1520,14
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,202510,.Edif. Carlos Pacheco Devia(W),.W_403,L,0930-1050,37
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,202510,.Edif. Carlos Pacheco Devia(W),.W_403,I,0930-1050,37
ADMI-3205 ELECTIVA FINANZAS PERSONALES,58984,202510,.centro cívico,.RGD_02,L,1100-1220,38
ADMI-3205 ELECTIVA FINANZAS PERSONALES,58984,202510,.centro cívico,.RGD_02,I,1100-1220,38
ADMI-3207 ELECTIVA MERCADO DE CAPITALES,31942,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,M,1230-1350,41
ADMI-3207 ELECTIVA MERCADO DE CAPITALES,31942,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,J,1230-1350,41
ADMI-3311 EMPRENDIMIENTO Y MERCADEO INTERNACIONAL,73646,202510,.Edif. Alberto Lleras (LL),.LL_102,M,1100-1350,11
ADMI-3336 ELC. MKTG. DE ARTE Y CULTURA,43233,202510,.centro cívico,.RGD_02,L,0800-0920,33
ADMI-3336 ELC. MKTG. DE ARTE Y CULTURA,43233,202510,.centro cívico,.RGD_02,I,0800-0920,33
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,10148,202510,.Edif. J.M.Santodomingo (SD),.SD_702,L,1400-1520,47
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,10148,202510,.Edif. J.M.Santodomingo (SD),.SD_702,I,1400-1520,47
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,66706,202510,.Edif. Mario Laserna (ML),.ML_515,L,1700-1820,31
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,66706,202510,.Edif. Mario Laserna (ML),.ML_515,I,1700-1820,31
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,73588,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,M,1100-1220,49
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,73588,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,J,1100-1220,49
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,55208,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,M,1400-1520,46
ADMI-3405 SISTEMAS DE INFORMACION GERENCIAL,55208,202510,.Edif. J.M.Santodomingo (SD),.SD_201-2,J,1400-1520,46
ADMI-3412 HERRAMIENTAS PARA EL MUNDO LABORAL (CICLO 1 DE 8 SEMANAS),64024,202510,.Edif. Richard (R),.R_111,J,0800-0920,41
ADMI-3434 ELECTIVA MARCA PERSONAL,73651,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,L,0800-0920,34
ADMI-3434 ELECTIVA MARCA PERSONAL,73651,202510,.Edif. J.M.Santodomingo (SD),.SD_205-6,I,0800-0920,34
ADMI-3502 ESTRATEGIA,10407,202510,.Edif. Enrique Cavelier(S1),.S1_003,I,1530-1820,32
ADMI-3502 ESTRATEGIA,12463,202510,.Bloque Q,.Q_307,M,1400-1520,40
ADMI-3502 ESTRATEGIA,12463,202510,.Bloque Q,.Q_307,J,1400-1520,40
ADMI-3502 ESTRATEGIA,28691,202510,.Edif. J.M.Santodomingo (SD),.SD_803,M,0630-0750,47
ADMI-3502 ESTRATEGIA,28691,202510,.Edif. J.M.Santodomingo (SD),.SD_803,J,0630-0750,47
ADMI-3502 ESTRATEGIA,75737,202510,.Edif. Carlos Pacheco Devia(W),.W_204,I,1100-1220,41
ADMI-3502 ESTRATEGIA,75737,202510,.Edif. Carlos Pacheco Devia(W),.W_204,V,1100-1220,41
ADMI-3601 ELECTIVA TALLER DE HABILIDADES GERENCIALES,27982,202510,.Edif. J.M.Santodomingo (SD),.SD_203-4,L,1700-1950,35
ADMI-3604 ELECTIVA TALLER DE INNOVACION,43238,202510,.Edif. Aulas,.AU_306,M,1530-1820,23
ADMI-3606 ELECTIVA ESTRATEGIAS DE NEGOCIACION,46315,202510,.Edif. Aulas,.AU_206,M,1400-1650,25
ADMI-3606 ELECTIVA ESTRATEGIAS DE NEGOCIACION,55668,202510,.Edif. Alberto Lleras (LL),.LL_205,J,1400-1650,25
ADMI-3611 ELECTIVA ALIMENTOS Y OPORTUNIDADES EMPRENDEDORAS,23065,202510,.Edif. Aulas,.AU_107,M,1100-1220,32
ADMI-3611 ELECTIVA ALIMENTOS Y OPORTUNIDADES EMPRENDEDORAS,23065,202510,.Edif. Aulas,.AU_107,J,1100-1220,32
ADMI-3620 MACR SUPPL CHAIN MANAG(INGLÉS),65789,202510,.Edif. Aulas,.AU_102,M,1400-1520,23
ADMI-3620 MACR SUPPL CHAIN MANAG(INGLÉS),65789,202510,.Edif. Aulas,.AU_102,J,1400-1520,23
ADMI-3621 TRANSFORMACIÓN DIGITAL EN SUPPLY CHAIN,73438,202510,.centro cívico,.RGD_112-13,M,1230-1350,34
ADMI-3621 TRANSFORMACIÓN DIGITAL EN SUPPLY CHAIN,73438,202510,.centro cívico,.RGD_112-13,J,1230-1350,34
ADMI-3701 NEGOCIOS INTERNACIONALES,11132,202510,.Bloque C,.C_209,L,0800-0920,35
ADMI-3701 NEGOCIOS INTERNACIONALES,11132,202510,.Bloque C,.C_209,I,0800-0920,35
ADMI-3701 NEGOCIOS INTERNACIONALES,10150,202510,.Edif. Carlos Pacheco Devia(W),.W_204,L,0930-1050,41
ADMI-3701 NEGOCIOS INTERNACIONALES,10150,202510,.Edif. Carlos Pacheco Devia(W),.W_204,I,0930-1050,41
ADMI-3701 NEGOCIOS INTERNACIONALES,12120,202510,.Edif. J.M.Santodomingo (SD),.SD_801,I,0630-0750,44
ADMI-3701 NEGOCIOS INTERNACIONALES,12120,202510,.Edif. J.M.Santodomingo (SD),.SD_806,V,0630-0750,44
ADMI-3701 NEGOCIOS INTERNACIONALES,31403,202510,.Edif. Mario Laserna (ML),.ML_606,I,0800-0920,41
ADMI-3701 NEGOCIOS INTERNACIONALES,31403,202510,.Edif. Alberto Lleras (LL),.LL_204,V,0800-0920,41
ADMI-3701 NEGOCIOS INTERNACIONALES,76112,202510,.Edif. J.M.Santodomingo (SD),.SD_401,L,0930-1050,32
ADMI-3701 NEGOCIOS INTERNACIONALES,76112,202510,.Edif. Henry Yerly (O),.O_404,I,0930-1050,32
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,202510,.centro cívico,.RGD_07,L,1100-1220,34
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,202510,.centro cívico,.RGD_07,I,1100-1220,34
ADMI-3991 PRACTICA EMPRESARIAL,10900,202510,,,,,64
ADMI-3993 CONSTRUYENDO TU PROPÓSITO DE VIDA (CICLO 1 DE 8 SEMANAS),75985,202510,.centro cívico,.RGD_005,S,0800-1250,17
ADMI-3993 CONSTRUYENDO TU PROPÓSITO DE VIDA (CICLO 1 DE 8 SEMANAS),75985,202510,.centro cívico,.RGD_005,S,1400-1650,17
ADMI-3995 PRÁCTICA MEDIO TIEMPO,58030,202510,,,,,4
AFIN-5011 CONTABILIDAD FINANCIERA,10001,202511,.Edif. J.M.Santodomingo (SD),.SD_802,S,1000-1150,46
AFIN-5011 CONTABILIDAD FINANCIERA,10001,202511,.Edif. J.M.Santodomingo (SD),.SD_716,V,1800-2050,46
AFIN-5011 CONTABILIDAD FINANCIERA,10001,202511,.Edif. J.M.Santodomingo (SD),.SD_806,L,1800-2050,46
AFIN-5015 MATEMÁTICAS FINANCIERAS,10002,202511,.Edif. J.M.Santodomingo (SD),.SD_702,I,1800-2050,48
AFIN-5015 MATEMÁTICAS FINANCIERAS,10002,202511,.Edif. J.M.Santodomingo (SD),.SD_702,I,1800-2050,48
AFIN-5015 MATEMÁTICAS FINANCIERAS,10002,202511,.Edif. J.M.Santodomingo (SD),.SD_702,I,1800-2050,48
AFIN-5015 MATEMÁTICAS FINANCIERAS,10002,202511,.Edif. J.M.Santodomingo (SD),.SD_716,I,1800-2050,48
AFIN-5015 MATEMÁTICAS FINANCIERAS,10002,202511,.Edif. J.M.Santodomingo (SD),.SD_702,I,1800-2050,48
AFIN-5017 ANALISIS DE DECISIONES DE INVERSION,10003,202511,.Edif. J.M.Santodomingo (SD),.SD_806,I,1800-2050,49
AFIN-5030 FINANZAS PERSONALES,10059,202511,.No Requiere,.NOREQ,V,1800-2050,6
AFIN-5040 ELECTIVA CIENCIA DE DATOS PARA LA ADMINISTRACION FINANCIERA,10102,202511,.Edif. J.M.Santodomingo (SD),.SD_803,L,1800-2050,23
ANTR-1201 FUNDAMENTOS DE ARQUEOLOGIA,75677,202510,.Edif. Aulas,.AU_102,V,0900-1050,18
ANTR-1501 INTRODUCCIÓN A LA ANTROPOLOGÍA,72828,202510,.centro cívico,.RGD_001,M,0900-1050,29
ANTR-1601 FUNDAMENTOS DE ANTROPOLOGÍA BIOLÓGICA,66487,202510,.Edif. Aulas,.AU_403,V,1400-1550,21
ANTR-1701 FUNDAMENTOS DE ANTROPOLOGÍA LINGÜÍSTICA (CICLO 1 DE 8 SEMANAS),31956,202510,.Edif. Aulas,.AU_207,L,1200-1350,20
ANTR-1701 FUNDAMENTOS DE ANTROPOLOGÍA LINGÜÍSTICA (CICLO 1 DE 8 SEMANAS),31956,202510,.Edif. Aulas,.AU_207,I,1200-1350,20
ANTR-2001 ETNOLOGÍA (CICLO 2 DE 8 SEMANAS),31957,202510,.Edif. Alberto Lleras (LL),.LL_108,L,1200-1350,21
ANTR-2001 ETNOLOGÍA (CICLO 2 DE 8 SEMANAS),31957,202510,.Edif. Alberto Lleras (LL),.LL_108,I,1200-1350,21
ANTR-2003 RELACIONES SOCIALES (CICLO 2 DE 8 SEMANAS),48421,202510,.Edif. Henry Yerly (O),.O_301,L,1400-1550,29
ANTR-2003 RELACIONES SOCIALES (CICLO 2 DE 8 SEMANAS),48421,202510,.Edif. Henry Yerly (O),.O_301,I,1400-1550,29
ANTR-2004 GENEALOGÍAS DEL PENSAMIENTO ANTROPOLÓGICO,39743,202510,.Edif. Alberto Lleras (LL),.LL_304,I,1600-1750,13
ANTR-2005 CONCEPTOS-PENSAMIENTO ANTROPOLÓGICO,39744,202510,.centro cívico,.RGD_07,M,0900-1050,27
ANTR-2006 DEBATES-PENSMIENTO ANTROPOLÓGICO,69168,202510,.Edif. J.M.Santodomingo (SD),.SD_803,L,1600-1750,20
ANTR-2006 DEBATES-PENSMIENTO ANTROPOLÓGICO,69168,202510,.centro cívico,.RGD_001,L,1600-1750,20
ANTR-2007 ETNOGRAFIA (TIPO E),31962,202510,.Edif. Alberto Lleras (LL),.LL_203,I,0900-1050,28
"ANTR-2008 ANTROPOLOGÍA, DESARROLLO Y POLÍTICAS PÚBLICAS",48423,202510,.centro cívico,.RGD_07,M,0700-0850,34
ANTR-2018 MÉTODOS ETONOGRAFÍAS DIGÍTALES (CICLO 2 DE 8 SEMANAS),75650,202510,.Edif. J.M.Santodomingo (SD),.SD_802,L,0900-1050,25
ANTR-2018 MÉTODOS ETONOGRAFÍAS DIGÍTALES (CICLO 2 DE 8 SEMANAS),75650,202510,.Edif. J.M.Santodomingo (SD),.SD_802,J,0900-1050,25
ANTR-2026 METODOS DE INVESTIGACION CUALITATIVA EN CIENCIAS SOCIALES,66494,202510,.centro cívico,.RGD_02,M,1100-1220,33
ANTR-2026 METODOS DE INVESTIGACION CUALITATIVA EN CIENCIAS SOCIALES,66494,202510,.centro cívico,.RGD_02,J,1100-1220,33
ANTR-2031 MÉTODOS DE ANÁLISIS EN OSTEOARQUEOLOGÍA,75770,202510,.No Requiere,.NOREQ,V,0700-0850,7
ANTR-2202 ARQUEOLOGIA DE COLOMBIA (CICLO 2 DE 8 SEMANAS),39763,202510,.centro cívico,.RGD_210,M,1600-1750,17
ANTR-2202 ARQUEOLOGIA DE COLOMBIA (CICLO 2 DE 8 SEMANAS),39763,202510,.centro cívico,.RGD_210,V,1600-1750,17
ANTR-3039 GENERACIÓN URBANA CONECTADA,73030,202510,.Edif. Mario Laserna (ML),.ML_114,I,1400-1520,6
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
"ANTR-3040 FEMINISMOS, CUERPO Y TERRITORIO",73658,202510,.Edif. Aulas,.AU_201,M,1230-1350,10
ANTR-3191 METODOLOGIA DE PRACTICA,46322,202510,.Bloque C,.C_211,J,1400-1550,7
ANTR-3193 DISEÑO DE MONOGRAFIA,48869,202510,.Edif. Mario Laserna (ML),.ML_111,L,1400-1550,4
ANTR-3194 MONOGRAFIA DE GRADO,10103,202510,,,,,2
ANTR-3195 INVESTIGACION DIRIGIDA GRADO,73661,202510,,,,,1
ANTR-3521 COSMOGRAFIA,73663,202510,.centro cívico,.RGD_308-9,I,1700-1950,29
ANTR-3719 REFUNDAR LOS MUSEOS,73683,202510,.Edif. Henry Yerly (O),.O_105,L,1700-1950,14
ANTR-3720 HISTORIA Y TEORIA DEL DOCUMENTAL ETNOGRAFICO,73684,202510,.centro cívico,.RGD_311,M,1700-1950,13
"ANTR-3827 SALUD Y BIENESTAR, PODER Y CULTURA EN LA SOCIEDAD CONTEMPORÁNEA",75697,202510,.Edif. Alberto Lleras (LL),.LL_202,I,0630-0920,15
ANTR-3993 PRACTICA DE GRADO,66831,202510,,,,,8
ANTR-4010 GENERACIÓN URBANA CONECTADA,73031,202510,.Edif. Mario Laserna (ML),.ML_114,I,1400-1520,2
ANTR-4137 LECTURAS DIRIGIDAS 1,66803,202510,,,,,2
ANTR-4138 LECTURAS DIRIGIDAS 2,66804,202510,,,,,1
ANTR-4224 TRABAJO DE CAMPO,67060,202510,,,,,2
ANTR-4225 TRABAJO DE GRADO,70677,202510,,,,,3
ANTR-4302 FUNDAMENTOS ARQUEOLOGIA POSGRADO,73665,202510,.Edif. Aulas,.AU_102,V,0900-1050,3
ANTR-4303 TALLER FUNDAMENTOS DE ARQUEOLOGIA,73666,202510,.No Requiere,.NOREQ,V,1130-1250,3
ANTR-4308 METODOS EN ARQUEOLOGIA,73671,202510,.No Requiere,.NOREQ,V,0700-0850,2
ANTR-4309 TALLER METODOS EN ARQUEOLOGIA,73672,202510,.No Requiere,.NOREQ,J,1600-1750,2
ANTR-6061 COLOQUIO DEL DOCTORADO,73673,202510,,,,,3
ANTR-6062 SEMINARIO DISEÑO DE INVESTIGACIÓN DOCTORAL,73674,202510,,,,,2
ANTR-6064 INVESTIGACIÓN DIRIGIDA 2,73675,202510,,,,,2
ANTR-6065 PASANTÍA DOCTORAL,73676,202510,,,,,1
ANTR-6970 EXAMEN DE CONOCIMIENTOS DOCTORALES,73677,202510,,,,,3
ANTR-6971 PROYECTO DE TESIS DOCTORAL,73678,202510,,,,,2
ANTR-6982 SEMINARIO DOCTORAL DISERTACIÓN,66823,202510,,,,,3
ANTR-6990 SUSTENTACION DE TESIS DOCTORAL,66824,202510,,,,,3
ARQT-1101 PRINCIPIOS,52118,202510,.Bloque C,.C_605,I,0700-0950,11
ARQT-1101 PRINCIPIOS,52118,202510,.Bloque C,.C_605,V,0700-0950,11
ARQT-1101 PRINCIPIOS,52119,202510,.Bloque C,.C_606,I,0700-0950,12
ARQT-1101 PRINCIPIOS,52119,202510,.Bloque C,.C_606,V,0700-0950,12
ARQT-1101 PRINCIPIOS,52121,202510,.Bloque C,.C_607,I,0700-0950,10
ARQT-1101 PRINCIPIOS,52121,202510,.Bloque C,.C_607,V,0700-0950,10
ARQT-1101 PRINCIPIOS,52122,202510,.Bloque C,.C_608,I,0700-0950,11
ARQT-1101 PRINCIPIOS,52122,202510,.Bloque C,.C_608,V,0700-0950,11
ARQT-1101 PRINCIPIOS,52124,202510,.Bloque C,.C_410,I,0700-0950,8
ARQT-1101 PRINCIPIOS,52124,202510,.Bloque C,.C_410,V,0700-0950,8
ARQT-1101 PRINCIPIOS,52125,202510,.Bloque C,.C_411,I,0700-0950,10
ARQT-1101 PRINCIPIOS,52125,202510,.Bloque C,.C_411,V,0700-0950,10
ARQT-1101 PRINCIPIOS,55523,202510,.Bloque C,.C_609,I,0700-0950,9
ARQT-1101 PRINCIPIOS,55523,202510,.Bloque C,.C_609,V,0700-0950,9
ARQT-1101 PRINCIPIOS,72490,202510,.Bloque C,.C_610,I,0700-0950,11
