Curso,NRC,Edificio,Días,Inscritos,Rango de Horas,Index,_6
"HIST-2802 HISTORIA GLOBAL: MERCADOS Y REVOLUCIONES, SIGLOS XVII-XX",67662,AU,I,28,"(9.0, 9.5)",54.0,"(9, 11)"
"HIST-2802 HISTORIA GLOBAL: MERCADOS Y REVOLUCIONES, SIGLOS XVII-XX",67662,AU,I,28,"(9.5, 10.0)",54.0,"(9, 11)"
"HIST-2802 HISTORIA GLOBAL: MERCADOS Y REVOLUCIONES, SIGLOS XVII-XX",67662,AU,I,28,"(10.0, 10.5)",54.0,"(9, 11)"
"HIST-2802 HISTORIA GLOBAL: MERCADOS Y REVOLUCIONES, SIGLOS XVII-XX",67662,AU,I,28,"(10.5, 11.0)",54.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72463,AU,I,8,"(9.0, 9.5)",55.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72463,AU,I,8,"(9.5, 10.0)",55.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72463,AU,I,8,"(10.0, 10.5)",55.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72463,AU,I,8,"(10.5, 11.0)",55.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72473,AU,I,12,"(9.0, 9.5)",56.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72473,AU,I,12,"(9.5, 10.0)",56.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72473,AU,I,12,"(10.0, 10.5)",56.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72473,AU,I,12,"(10.5, 11.0)",56.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72378,AU,I,8,"(9.0, 9.5)",57.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72378,AU,I,8,"(9.5, 10.0)",57.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72378,AU,I,8,"(10.0, 10.5)",57.0,"(9, 11)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72378,AU,I,8,"(10.5, 11.0)",57.0,"(9, 11)"
IQYA-1031 INTRO. DISEÑO INTE.PROD Y PROC,63011,AU,I,40,"(9.0, 9.5)",58.0,"(9, 11)"
IQYA-1031 INTRO. DISEÑO INTE.PROD Y PROC,63011,AU,I,40,"(9.5, 10.0)",58.0,"(9, 11)"
IQYA-1031 INTRO. DISEÑO INTE.PROD Y PROC,63011,AU,I,40,"(10.0, 10.5)",58.0,"(9, 11)"
IQYA-1031 INTRO. DISEÑO INTE.PROD Y PROC,63011,AU,I,40,"(10.5, 11.0)",58.0,"(9, 11)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,25387,AU,I,33,"(9.0, 9.5)",59.0,"(9, 11)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,25387,AU,I,33,"(9.5, 10.0)",59.0,"(9, 11)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,25387,AU,I,33,"(10.0, 10.5)",59.0,"(9, 11)"
ISIS-2203 INFRAESTRUCTURA COMPUTACIONAL,25387,AU,I,33,"(10.5, 11.0)",59.0,"(9, 11)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27900,AU,I,22,"(9.0, 9.5)",60.0,"(9, 11)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27900,AU,I,22,"(9.5, 10.0)",60.0,"(9, 11)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27900,AU,I,22,"(10.0, 10.5)",60.0,"(9, 11)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),27900,AU,I,22,"(10.5, 11.0)",60.0,"(9, 11)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),69047,AU,I,21,"(9.0, 9.5)",61.0,"(9, 11)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),69047,AU,I,21,"(9.5, 10.0)",61.0,"(9, 11)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),69047,AU,I,21,"(10.0, 10.5)",61.0,"(9, 11)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),69047,AU,I,21,"(10.5, 11.0)",61.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),57309,AU,I,17,"(9.0, 9.5)",62.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),57309,AU,I,17,"(9.5, 10.0)",62.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),57309,AU,I,17,"(10.0, 10.5)",62.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),57309,AU,I,17,"(10.5, 11.0)",62.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27745,AU,I,20,"(9.0, 9.5)",63.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27745,AU,I,20,"(9.5, 10.0)",63.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27745,AU,I,20,"(10.0, 10.5)",63.0,"(9, 11)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27745,AU,I,20,"(10.5, 11.0)",63.0,"(9, 11)"
LENG-1331 ANFÄNGER 1,37948,AU,I,8,"(9.0, 9.5)",64.0,"(9, 11)"
LENG-1331 ANFÄNGER 1,37948,AU,I,8,"(9.5, 10.0)",64.0,"(9, 11)"
LENG-1331 ANFÄNGER 1,37948,AU,I,8,"(10.0, 10.5)",64.0,"(9, 11)"
LENG-1331 ANFÄNGER 1,37948,AU,I,8,"(10.5, 11.0)",64.0,"(9, 11)"
LENG-1332 ANFÄNGER 2,42081,AU,I,13,"(9.0, 9.5)",65.0,"(9, 11)"
LENG-1332 ANFÄNGER 2,42081,AU,I,13,"(9.5, 10.0)",65.0,"(9, 11)"
LENG-1332 ANFÄNGER 2,42081,AU,I,13,"(10.0, 10.5)",65.0,"(9, 11)"
LENG-1332 ANFÄNGER 2,42081,AU,I,13,"(10.5, 11.0)",65.0,"(9, 11)"
LENG-2305 MITTELSTUFE 2,66172,AU,I,14,"(9.0, 9.5)",66.0,"(9, 11)"
LENG-2305 MITTELSTUFE 2,66172,AU,I,14,"(9.5, 10.0)",66.0,"(9, 11)"
LENG-2305 MITTELSTUFE 2,66172,AU,I,14,"(10.0, 10.5)",66.0,"(9, 11)"
LENG-2305 MITTELSTUFE 2,66172,AU,I,14,"(10.5, 11.0)",66.0,"(9, 11)"
LENG-3055 FRANÇAIS AVANCÉ,57406,AU,I,9,"(9.0, 9.5)",67.0,"(9, 11)"
LENG-3055 FRANÇAIS AVANCÉ,57406,AU,I,9,"(9.5, 10.0)",67.0,"(9, 11)"
LENG-3055 FRANÇAIS AVANCÉ,57406,AU,I,9,"(10.0, 10.5)",67.0,"(9, 11)"
LENG-3055 FRANÇAIS AVANCÉ,57406,AU,I,9,"(10.5, 11.0)",67.0,"(9, 11)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(9.0, 9.5)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(9.5, 10.0)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(10.0, 10.5)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(10.5, 11.0)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(11.0, 11.5)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(11.5, 12.0)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(12.0, 12.5)",68.0,"(9, 13)"
ADMI-3109 ELECTIVA PLANES DE NEGOCIOS,37092,AU,I,21,"(12.5, 13.0)",68.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(9.0, 9.5)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(9.5, 10.0)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(10.0, 10.5)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(10.5, 11.0)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(11.0, 11.5)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(11.5, 12.0)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(12.0, 12.5)",69.0,"(9, 13)"
"DERE-3125 MUJERES, DESIGUALDAD Y POBREZA",72616,AU,I,18,"(12.5, 13.0)",69.0,"(9, 13)"
MATE-1105C ÁLGEBRA LINEAL 1,72291,AU,I,21,"(10.0, 10.5)",70.0,"(10, 11)"
MATE-1105C ÁLGEBRA LINEAL 1,72291,AU,I,21,"(10.5, 11.0)",70.0,"(10, 11)"
MATE-1105C ÁLGEBRA LINEAL 1,72296,AU,I,23,"(10.0, 10.5)",71.0,"(10, 11)"
MATE-1105C ÁLGEBRA LINEAL 1,72296,AU,I,23,"(10.5, 11.0)",71.0,"(10, 11)"
MATE-1105C ÁLGEBRA LINEAL 1,72302,AU,I,19,"(10.0, 10.5)",72.0,"(10, 11)"
MATE-1105C ÁLGEBRA LINEAL 1,72302,AU,I,19,"(10.5, 11.0)",72.0,"(10, 11)"
MATE-1207C CALCULO VECTORIAL,72820,AU,I,24,"(10.0, 10.5)",73.0,"(10, 11)"
MATE-1207C CALCULO VECTORIAL,72820,AU,I,24,"(10.5, 11.0)",73.0,"(10, 11)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72902,AU,I,13,"(11.0, 11.5)",74.0,"(11, 12)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72902,AU,I,13,"(11.5, 12.0)",74.0,"(11, 12)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72900,AU,I,20,"(11.0, 11.5)",75.0,"(11, 12)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72900,AU,I,20,"(11.5, 12.0)",75.0,"(11, 12)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,AU,I,50,"(11.0, 11.5)",76.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,AU,I,50,"(11.5, 12.0)",76.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,AU,I,50,"(12.0, 12.5)",76.0,"(11, 13)"
ADMI-1606 COMP. ORGANIZACIONAL (REFORM) (CICLO 1 DE 8 SEMANAS),72667,AU,I,50,"(12.5, 13.0)",76.0,"(11, 13)"
CHNA-1804 CHINO 4,21991,AU,I,11,"(11.0, 11.5)",77.0,"(11, 13)"
CHNA-1804 CHINO 4,21991,AU,I,11,"(11.5, 12.0)",77.0,"(11, 13)"
CHNA-1804 CHINO 4,21991,AU,I,11,"(12.0, 12.5)",77.0,"(11, 13)"
CHNA-1804 CHINO 4,21991,AU,I,11,"(12.5, 13.0)",77.0,"(11, 13)"
DERE-2207 ARGUMENTACION EN PROCESOS CIVILES,10086,AU,I,21,"(11.0, 11.5)",78.0,"(11, 13)"
DERE-2207 ARGUMENTACION EN PROCESOS CIVILES,10086,AU,I,21,"(11.5, 12.0)",78.0,"(11, 13)"
DERE-2207 ARGUMENTACION EN PROCESOS CIVILES,10086,AU,I,21,"(12.0, 12.5)",78.0,"(11, 13)"
DERE-2207 ARGUMENTACION EN PROCESOS CIVILES,10086,AU,I,21,"(12.5, 13.0)",78.0,"(11, 13)"
FILO-3435 REALISMOS CONTEMPORÁNEOS,70509,AU,I,21,"(11.0, 11.5)",79.0,"(11, 13)"
FILO-3435 REALISMOS CONTEMPORÁNEOS,70509,AU,I,21,"(11.5, 12.0)",79.0,"(11, 13)"
FILO-3435 REALISMOS CONTEMPORÁNEOS,70509,AU,I,21,"(12.0, 12.5)",79.0,"(11, 13)"
FILO-3435 REALISMOS CONTEMPORÁNEOS,70509,AU,I,21,"(12.5, 13.0)",79.0,"(11, 13)"
IQYA-2031T TRABAJO ASISTIDO PROYECTO OPERACIONES UNITARIAS,68718,AU,I,7,"(11.0, 11.5)",80.0,"(11, 13)"
IQYA-2031T TRABAJO ASISTIDO PROYECTO OPERACIONES UNITARIAS,68718,AU,I,7,"(11.5, 12.0)",80.0,"(11, 13)"
IQYA-2031T TRABAJO ASISTIDO PROYECTO OPERACIONES UNITARIAS,68718,AU,I,7,"(12.0, 12.5)",80.0,"(11, 13)"
IQYA-2031T TRABAJO ASISTIDO PROYECTO OPERACIONES UNITARIAS,68718,AU,I,7,"(12.5, 13.0)",80.0,"(11, 13)"
ISIS-3510 CONSTR. APLIC.MÓVILES (INGLÉS),41886,AU,I,30,"(11.0, 11.5)",81.0,"(11, 13)"
ISIS-3510 CONSTR. APLIC.MÓVILES (INGLÉS),41886,AU,I,30,"(11.5, 12.0)",81.0,"(11, 13)"
ISIS-3510 CONSTR. APLIC.MÓVILES (INGLÉS),41886,AU,I,30,"(12.0, 12.5)",81.0,"(11, 13)"
ISIS-3510 CONSTR. APLIC.MÓVILES (INGLÉS),41886,AU,I,30,"(12.5, 13.0)",81.0,"(11, 13)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72079,AU,I,21,"(11.0, 11.5)",82.0,"(11, 13)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72079,AU,I,21,"(11.5, 12.0)",82.0,"(11, 13)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72079,AU,I,21,"(12.0, 12.5)",82.0,"(11, 13)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72079,AU,I,21,"(12.5, 13.0)",82.0,"(11, 13)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27746,AU,I,20,"(11.0, 11.5)",83.0,"(11, 13)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27746,AU,I,20,"(11.5, 12.0)",83.0,"(11, 13)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27746,AU,I,20,"(12.0, 12.5)",83.0,"(11, 13)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 2 DE 8 SEMANAS),27746,AU,I,20,"(12.5, 13.0)",83.0,"(11, 13)"
LENG-1301 ALEMAN 1,72069,AU,I,20,"(11.0, 11.5)",84.0,"(11, 13)"
LENG-1301 ALEMAN 1,72069,AU,I,20,"(11.5, 12.0)",84.0,"(11, 13)"
LENG-1301 ALEMAN 1,72069,AU,I,20,"(12.0, 12.5)",84.0,"(11, 13)"
LENG-1301 ALEMAN 1,72069,AU,I,20,"(12.5, 13.0)",84.0,"(11, 13)"
LENG-1573 ESPAÑOL LENGUA EXTRANJERA 3,53713,AU,I,17,"(11.0, 11.5)",85.0,"(11, 13)"
LENG-1573 ESPAÑOL LENGUA EXTRANJERA 3,53713,AU,I,17,"(11.5, 12.0)",85.0,"(11, 13)"
LENG-1573 ESPAÑOL LENGUA EXTRANJERA 3,53713,AU,I,17,"(12.0, 12.5)",85.0,"(11, 13)"
LENG-1573 ESPAÑOL LENGUA EXTRANJERA 3,53713,AU,I,17,"(12.5, 13.0)",85.0,"(11, 13)"
LENG-2107 ENGLISH INTERMEDIATE 1,57552,AU,I,10,"(11.0, 11.5)",86.0,"(11, 13)"
LENG-2107 ENGLISH INTERMEDIATE 1,57552,AU,I,10,"(11.5, 12.0)",86.0,"(11, 13)"
LENG-2107 ENGLISH INTERMEDIATE 1,57552,AU,I,10,"(12.0, 12.5)",86.0,"(11, 13)"
LENG-2107 ENGLISH INTERMEDIATE 1,57552,AU,I,10,"(12.5, 13.0)",86.0,"(11, 13)"
LENG-2108 ENGLISH INTERMEDIATE 2,57553,AU,I,3,"(11.0, 11.5)",87.0,"(11, 13)"
LENG-2108 ENGLISH INTERMEDIATE 2,57553,AU,I,3,"(11.5, 12.0)",87.0,"(11, 13)"
LENG-2108 ENGLISH INTERMEDIATE 2,57553,AU,I,3,"(12.0, 12.5)",87.0,"(11, 13)"
LENG-2108 ENGLISH INTERMEDIATE 2,57553,AU,I,3,"(12.5, 13.0)",87.0,"(11, 13)"
LENG-2175 ENGLISH INTERMEDIATE 3,43978,AU,I,7,"(11.0, 11.5)",88.0,"(11, 13)"
LENG-2175 ENGLISH INTERMEDIATE 3,43978,AU,I,7,"(11.5, 12.0)",88.0,"(11, 13)"
LENG-2175 ENGLISH INTERMEDIATE 3,43978,AU,I,7,"(12.0, 12.5)",88.0,"(11, 13)"
LENG-2175 ENGLISH INTERMEDIATE 3,43978,AU,I,7,"(12.5, 13.0)",88.0,"(11, 13)"
LENG-3040 ENGLISH ADVANCED 1,57564,AU,I,10,"(11.0, 11.5)",89.0,"(11, 13)"
LENG-3040 ENGLISH ADVANCED 1,57564,AU,I,10,"(11.5, 12.0)",89.0,"(11, 13)"
LENG-3040 ENGLISH ADVANCED 1,57564,AU,I,10,"(12.0, 12.5)",89.0,"(11, 13)"
LENG-3040 ENGLISH ADVANCED 1,57564,AU,I,10,"(12.5, 13.0)",89.0,"(11, 13)"
LITE-2104 LINGÜÍSTICA2: HISTORIA DE LA LENGUA,71411,AU,I,23,"(11.0, 11.5)",90.0,"(11, 13)"
LITE-2104 LINGÜÍSTICA2: HISTORIA DE LA LENGUA,71411,AU,I,23,"(11.5, 12.0)",90.0,"(11, 13)"
LITE-2104 LINGÜÍSTICA2: HISTORIA DE LA LENGUA,71411,AU,I,23,"(12.0, 12.5)",90.0,"(11, 13)"
LITE-2104 LINGÜÍSTICA2: HISTORIA DE LA LENGUA,71411,AU,I,23,"(12.5, 13.0)",90.0,"(11, 13)"
MATE-1106 ALGE LINEAL1(HONORES),10606,AU,I,11,"(11.0, 11.5)",91.0,"(11, 13)"
MATE-1106 ALGE LINEAL1(HONORES),10606,AU,I,11,"(11.5, 12.0)",91.0,"(11, 13)"
MATE-1106 ALGE LINEAL1(HONORES),10606,AU,I,11,"(12.0, 12.5)",91.0,"(11, 13)"
MATE-1106 ALGE LINEAL1(HONORES),10606,AU,I,11,"(12.5, 13.0)",91.0,"(11, 13)"
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,AU,I,7,"(11.0, 11.5)",92.0,"(11, 13)"
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,AU,I,7,"(11.5, 12.0)",92.0,"(11, 13)"
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,AU,I,7,"(12.0, 12.5)",92.0,"(11, 13)"
MATE-1509 PROB Y ESTADISTICA (REFORMADO),72945,AU,I,7,"(12.5, 13.0)",92.0,"(11, 13)"
QUIM-4100 TALLER DE INVESTIGACIÓN,38568,AU,I,6,"(11.0, 11.5)",93.0,"(11, 13)"
QUIM-4100 TALLER DE INVESTIGACIÓN,38568,AU,I,6,"(11.5, 12.0)",93.0,"(11, 13)"
QUIM-4100 TALLER DE INVESTIGACIÓN,38568,AU,I,6,"(12.0, 12.5)",93.0,"(11, 13)"
QUIM-4100 TALLER DE INVESTIGACIÓN,38568,AU,I,6,"(12.5, 13.0)",93.0,"(11, 13)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(11.0, 11.5)",94.0,"(11, 14)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(11.5, 12.0)",94.0,"(11, 14)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(12.0, 12.5)",94.0,"(11, 14)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(12.5, 13.0)",94.0,"(11, 14)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(13.0, 13.5)",94.0,"(11, 14)"
ADMI-1602 TALLER DE AUTOCONOCIMIENTO,57830,AU,I,22,"(13.5, 14.0)",94.0,"(11, 14)"
CPER-2102 NARRATIVA ESCRITURAL 2 (CICLO 1 DE 8 SEMANAS),48417,AU,I,18,"(12.0, 12.5)",95.0,"(12, 14)"
CPER-2102 NARRATIVA ESCRITURAL 2 (CICLO 1 DE 8 SEMANAS),48417,AU,I,18,"(12.5, 13.0)",95.0,"(12, 14)"
CPER-2102 NARRATIVA ESCRITURAL 2 (CICLO 1 DE 8 SEMANAS),48417,AU,I,18,"(13.0, 13.5)",95.0,"(12, 14)"
CPER-2102 NARRATIVA ESCRITURAL 2 (CICLO 1 DE 8 SEMANAS),48417,AU,I,18,"(13.5, 14.0)",95.0,"(12, 14)"
DERE-3303 CONTRATOS ESTATALES,11557,AU,I,26,"(12.0, 12.5)",96.0,"(12, 14)"
DERE-3303 CONTRATOS ESTATALES,11557,AU,I,26,"(12.5, 13.0)",96.0,"(12, 14)"
DERE-3303 CONTRATOS ESTATALES,11557,AU,I,26,"(13.0, 13.5)",96.0,"(12, 14)"
DERE-3303 CONTRATOS ESTATALES,11557,AU,I,26,"(13.5, 14.0)",96.0,"(12, 14)"
ICYA-4408 MECÁNICA ESTRUCTURAL Y DE MATERIALES,71244,AU,I,9,"(12.0, 12.5)",97.0,"(12, 14)"
ICYA-4408 MECÁNICA ESTRUCTURAL Y DE MATERIALES,71244,AU,I,9,"(12.5, 13.0)",97.0,"(12, 14)"
ICYA-4408 MECÁNICA ESTRUCTURAL Y DE MATERIALES,71244,AU,I,9,"(13.0, 13.5)",97.0,"(12, 14)"
ICYA-4408 MECÁNICA ESTRUCTURAL Y DE MATERIALES,71244,AU,I,9,"(13.5, 14.0)",97.0,"(12, 14)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72480,AU,I,12,"(12.0, 12.5)",98.0,"(12, 14)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72480,AU,I,12,"(12.5, 13.0)",98.0,"(12, 14)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72480,AU,I,12,"(13.0, 13.5)",98.0,"(12, 14)"
IIND-1001 PROGRAMA DE ACOMPAÑAMIENTO,72480,AU,I,12,"(13.5, 14.0)",98.0,"(12, 14)"
ISIS-1221 INTRODUCCIÓN A LA PROGRAMACIÓN,38790,AU,I,24,"(12.0, 12.5)",99.0,"(12, 14)"
ISIS-1221 INTRODUCCIÓN A LA PROGRAMACIÓN,38790,AU,I,24,"(12.5, 13.0)",99.0,"(12, 14)"
ISIS-1221 INTRODUCCIÓN A LA PROGRAMACIÓN,38790,AU,I,24,"(13.0, 13.5)",99.0,"(12, 14)"
ISIS-1221 INTRODUCCIÓN A LA PROGRAMACIÓN,38790,AU,I,24,"(13.5, 14.0)",99.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),48093,AU,I,20,"(12.0, 12.5)",100.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),48093,AU,I,20,"(12.5, 13.0)",100.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),48093,AU,I,20,"(13.0, 13.5)",100.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 2 DE 8 SEMANAS),48093,AU,I,20,"(13.5, 14.0)",100.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),72025,AU,I,19,"(12.0, 12.5)",101.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),72025,AU,I,19,"(12.5, 13.0)",101.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),72025,AU,I,19,"(13.0, 13.5)",101.0,"(12, 14)"
LENG-1153 ENGLISH 03 (CICLO 1 DE 8 SEMANAS),72025,AU,I,19,"(13.5, 14.0)",101.0,"(12, 14)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),72037,AU,I,19,"(12.0, 12.5)",102.0,"(12, 14)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),72037,AU,I,19,"(12.5, 13.0)",102.0,"(12, 14)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),72037,AU,I,19,"(13.0, 13.5)",102.0,"(12, 14)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),72037,AU,I,19,"(13.5, 14.0)",102.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27923,AU,I,19,"(12.0, 12.5)",103.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27923,AU,I,19,"(12.5, 13.0)",103.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27923,AU,I,19,"(13.0, 13.5)",103.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),27923,AU,I,19,"(13.5, 14.0)",103.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),42169,AU,I,23,"(12.0, 12.5)",104.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),42169,AU,I,23,"(12.5, 13.0)",104.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),42169,AU,I,23,"(13.0, 13.5)",104.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 1 DE 8 SEMANAS),42169,AU,I,23,"(13.5, 14.0)",104.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),62891,AU,I,18,"(12.0, 12.5)",105.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),62891,AU,I,18,"(12.5, 13.0)",105.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),62891,AU,I,18,"(13.0, 13.5)",105.0,"(12, 14)"
LENG-1155 ENGLISH 05 (CICLO 2 DE 8 SEMANAS),62891,AU,I,18,"(13.5, 14.0)",105.0,"(12, 14)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),42373,AU,I,20,"(12.0, 12.5)",106.0,"(12, 14)"
LENG-1156 ENGLISH 06 (CICLO 2 DE 8 SEMANAS),42373,AU,I,20,"(12.5, 13.0)",106.0,"(12, 14)"
